인천공항 일별 시간대별 여객(2016~2019),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,국내/국제,도착/출발,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2019년 07월 02일,국내,도착,0,0,0,0,0,0,0,228,305,0,0,187,0,0,0,0,0,90,0,34,0,0,0,0
2019년 07월 02일,국내,출발,0,0,0,0,0,0,56,0,90,0,0,0,0,0,0,0,0,174,145,305,0,0,0,0
2019년 07월 02일,국제,도착,516,390,252,"1,361","5,953","4,647","5,357","3,306","3,507","3,313","1,996","5,891","4,077","4,587","4,543","7,597","5,220","8,556","5,651","4,789","3,888","2,871","2,185","1,536"
2019년 07월 02일,국제,출발,"1,353","1,733",249,0,163,235,"1,351","3,354","4,915","7,018","9,804","4,506","4,876","5,433","6,321","4,309","3,677","3,312","5,081","6,472","5,536","4,651","2,710","2,004"
2019년 07월 03일,국내,도착,0,0,0,0,0,0,0,298,134,0,0,183,0,0,88,0,43,137,0,0,0,0,0,0
2019년 07월 03일,국내,출발,0,0,0,0,0,0,23,0,162,0,0,0,0,0,0,0,0,186,0,314,0,0,0,0
2019년 07월 03일,국제,도착,316,305,97,"1,241","5,336","3,929","6,625","4,106","3,235","2,825","2,506","5,219","3,674","4,710","3,801","8,322","7,451","6,272","5,397","4,373","4,180","3,774","3,538",657
2019년 07월 03일,국제,출발,"1,487","1,758",855,174,0,355,"1,325","2,643","6,606","7,274","8,784","5,032","5,298","5,266","4,638","4,374","4,618","4,492","5,099","6,796","6,664","5,585","3,118","2,586"
2019년 07월 04일,국내,도착,0,0,0,0,0,0,0,449,0,0,0,188,0,0,0,0,0,207,0,0,0,0,0,0
2019년 07월 04일,국내,출발,0,0,0,0,0,0,47,0,143,0,0,0,0,0,0,0,0,183,100,292,0,0,0,0
2019년 07월 04일,국제,도착,82,292,0,"1,283","3,895","5,052","5,232","4,205","3,708","2,928","2,592","6,004","3,999","5,155","4,130","7,056","6,433","8,970","5,146","4,956","4,470","3,539","3,255",708
2019년 07월 04일,국제,출발,"2,076","2,260",170,0,0,148,"1,672","2,081","6,138","7,124","9,489","5,331","4,766","4,725","5,627","3,683","4,999","3,171","4,942","7,523","6,486","5,337","3,287","2,597"
2019년 07월 05일,국내,도착,0,0,0,0,0,0,0,435,0,0,0,188,0,0,113,0,0,214,0,0,0,0,0,0
2019년 07월 05일,국내,출발,0,0,0,0,0,0,30,0,150,0,0,0,0,0,0,0,0,181,117,400,0,0,0,0
2019년 07월 05일,국제,도착,340,71,381,"1,982","4,414","4,206","5,927","4,872","3,838","3,236","2,404","6,306","4,496","4,556","5,174","7,652","7,099","8,591","6,006","4,777","4,659","4,168","3,213","1,068"
2019년 07월 05일,국제,출발,"1,957","1,682",194,262,170,545,"1,344","3,934","5,504","8,031","8,056","5,469","5,536","4,505","6,890","4,561","4,129","4,019","4,331","6,164","7,787","6,315","3,539","3,197"
2019년 07월 06일,국내,도착,0,0,0,0,0,0,0,304,158,0,0,188,0,0,66,0,0,139,0,45,0,0,0,0
2019년 07월 06일,국내,출발,0,0,0,0,0,0,38,0,147,0,0,0,0,0,0,0,0,182,121,179,0,76,0,0
2019년 07월 06일,국제,도착,564,0,172,"2,895","3,957","5,571","6,141","3,789","3,855","2,467","2,661","5,519","5,953","4,423","5,845","5,655","6,565","9,403","4,879","5,198","4,514","3,279","3,765","1,645"
2019년 07월 06일,국제,출발,"2,336","2,261",366,0,154,157,"2,180","3,692","6,232","6,282","8,769","4,822","3,984","4,671","6,371","5,843","4,328","4,168","5,668","7,851","6,650","5,667","3,355","3,465"
2019년 07월 07일,국내,도착,0,0,0,0,0,0,0,134,105,99,34,211,0,0,0,0,0,212,0,0,0,0,0,0
2019년 07월 07일,국내,출발,0,0,0,0,0,0,42,0,126,0,0,0,0,0,0,0,0,184,0,367,116,0,0,0
2019년 07월 07일,국제,도착,870,0,0,"2,478","3,953","5,852","5,129","4,889","2,912","4,173","2,083","6,096","4,251","4,885","4,948","7,009","9,926","8,235","5,945","5,408","4,664","4,792","3,792","1,799"
2019년 07월 07일,국제,출발,"2,002","1,914",364,0,0,291,"1,525","3,704","6,432","8,579","9,165","5,289","4,471","6,148","4,855","4,590","4,662","4,361","5,172","7,906","6,672","5,142","4,496","3,784"
2019년 07월 08일,국내,도착,0,0,0,0,0,0,0,304,251,0,0,187,0,0,101,0,0,213,0,0,0,0,0,0
2019년 07월 08일,국내,출발,0,0,0,0,0,0,72,0,0,156,0,0,0,0,0,0,0,152,0,136,202,0,0,0
2019년 07월 08일,국제,도착,708,134,0,"2,012","3,813","4,636","5,319","5,537","2,856","4,348","3,049","5,880","4,727","6,182","4,162","7,377","7,651","7,730","5,093","3,872","4,955","3,120","2,698",687
2019년 07월 08일,국제,출발,"1,514","2,631",0,172,0,256,"1,373","3,477","7,324","6,759","10,483","5,973","5,110","5,848","5,244","5,890","4,672","3,997","5,243","7,157","6,600","5,113","3,353","2,662"
2019년 07월 09일,국내,도착,0,0,0,0,0,0,0,360,149,0,0,190,0,0,0,0,0,106,0,48,0,0,0,0
2019년 07월 09일,국내,출발,0,0,0,0,0,0,25,0,127,0,0,0,0,0,0,0,0,191,117,281,0,0,0,0
2019년 07월 09일,국제,도착,651,0,0,"2,208","4,481","5,027","4,418","3,523","3,282","3,359","2,940","5,327","3,481","3,655","6,091","6,792","6,471","7,426","4,285","4,393","4,887","3,528","2,473","1,054"
2019년 07월 09일,국제,출발,481,"1,668",736,0,0,165,"1,823","3,112","5,008","7,179","8,521","4,830","3,638","4,323","7,222","4,669","4,147","3,597","4,451","6,810","5,699","5,341","2,039","2,069"
2019년 07월 10일,국내,도착,0,0,0,0,0,0,0,347,109,0,0,164,0,0,89,0,38,143,0,0,0,0,0,0
2019년 07월 10일,국내,출발,0,0,0,0,0,0,28,0,113,0,0,0,0,0,0,0,0,0,186,57,233,0,0,0
2019년 07월 10일,국제,도착,702,0,0,"2,120","4,046","4,561","5,056","4,404","3,100","3,698","1,881","4,449","4,014","5,514","4,662","6,482","7,020","8,204","4,575","4,020","4,699","4,039","3,259",938
2019년 07월 10일,국제,출발,"2,264","2,008",169,0,0,98,"1,954","3,118","6,124","7,244","8,812","5,204","4,664","4,408","5,003","4,786","4,701","4,890","4,773","8,192","5,465","5,808","3,002","2,648"
2019년 07월 11일,국내,도착,0,0,0,0,0,0,0,211,186,0,0,185,0,0,0,0,0,185,0,0,0,0,0,0
2019년 07월 11일,국내,출발,0,0,0,0,0,0,12,0,114,0,0,0,0,0,0,0,0,183,98,284,0,0,0,0
2019년 07월 11일,국제,도착,400,0,0,"3,527","3,088","4,535","4,815","3,573","3,538","2,963","2,418","5,915","4,398","5,735","4,718","6,555","7,771","8,258","3,530","4,079","5,117","4,134","3,312",572
2019년 07월 11일,국제,출발,"2,531","2,451",94,0,167,428,"2,033","2,966","6,316","7,063","8,309","5,002","4,570","5,685","5,249","4,629","4,535","3,363","4,621","7,520","6,460","5,184","4,225","2,849"
2019년 07월 12일,국내,도착,0,0,0,0,0,0,0,426,0,0,0,188,0,0,130,0,0,215,0,0,0,0,0,1
2019년 07월 12일,국내,출발,0,0,0,0,0,0,45,0,155,0,0,0,0,0,0,0,0,185,153,352,0,0,0,0
2019년 07월 12일,국제,도착,862,0,307,"2,800","4,284","4,541","6,362","4,023","3,591","3,775","3,065","5,243","4,823","5,268","5,823","6,711","7,441","8,194","5,374","4,792","4,783","4,099","3,971","1,073"
2019년 07월 12일,국제,출발,"1,507","1,790",176,0,0,279,"2,068","3,424","5,766","7,394","9,372","5,007","5,029","4,841","5,862","4,829","5,155","4,042","4,596","8,330","7,024","5,343","3,793","3,271"
2019년 07월 13일,국내,도착,0,0,0,0,0,0,0,315,129,0,0,187,0,0,82,0,0,123,0,25,0,0,0,0
2019년 07월 13일,국내,출발,0,0,0,0,0,0,31,0,154,0,0,0,0,0,0,0,0,170,145,192,102,0,0,0
2019년 07월 13일,국제,도착,"1,005",0,94,"2,465","4,260","5,609","5,109","4,355","3,084","3,832","2,923","6,185","5,532","5,486","5,747","6,889","6,299","8,934","5,749","5,092","4,782","3,530","3,413",738
2019년 07월 13일,국제,출발,"1,891","2,322",171,0,0,175,"2,176","3,388","6,037","6,471","8,800","5,628","6,446","5,657","4,908","5,808","4,540","3,998","3,961","7,654","6,603","5,226","3,606","2,692"
2019년 07월 14일,국내,도착,0,0,0,0,0,0,0,337,124,0,0,189,0,0,0,0,0,232,0,0,0,0,0,0
2019년 07월 14일,국내,출발,0,0,0,0,0,0,28,0,159,0,0,0,0,0,0,0,0,186,179,344,0,0,0,0
2019년 07월 14일,국제,도착,630,462,183,"2,914","4,576","5,032","6,614","3,856","3,838","3,783","2,393","5,173","6,845","4,544","5,700","7,968","7,981","8,722","5,205","4,896","5,481","4,736","3,937","1,246"
2019년 07월 14일,국제,출발,"2,267","1,955",429,161,172,352,"1,802","3,546","6,290","7,345","9,586","5,350","4,709","6,459","5,388","4,106","5,157","4,726","4,789","8,443","6,574","5,188","4,388","2,940"
2019년 07월 15일,국내,도착,0,0,0,0,0,0,0,417,148,0,0,187,0,0,113,0,0,252,0,0,0,0,0,0
2019년 07월 15일,국내,출발,0,0,0,0,0,0,22,0,132,0,0,0,0,0,0,0,0,151,64,238,0,0,0,0
2019년 07월 15일,국제,도착,419,0,97,"2,996","4,279","4,484","5,934","3,992","3,667","3,685","2,652","4,873","4,917","4,491","4,833","7,824","8,056","7,050","5,850","3,702","4,151","3,666","3,269",902
2019년 07월 15일,국제,출발,"2,143","1,740",0,0,545,93,"2,139","3,202","7,618","6,974","10,053","5,536","5,195","6,486","4,844","5,721","5,112","4,999","4,370","7,399","8,023","4,373","3,197","2,457"
2019년 07월 16일,국내,도착,0,0,0,0,0,0,0,213,154,184,0,188,0,0,0,0,0,116,0,61,0,0,0,0
2019년 07월 16일,국내,출발,0,0,0,0,0,0,0,34,94,0,0,0,0,0,0,0,0,188,93,194,80,0,0,0
2019년 07월 16일,국제,도착,665,0,73,"2,331","3,721","4,155","6,080","3,372","2,663","3,538","2,428","5,538","3,356","5,016","4,151","7,460","6,117","7,357","4,541","4,638","3,600","3,121","2,460","1,364"
2019년 07월 16일,국제,출발,"1,671","2,171",171,0,0,0,"1,686","3,624","5,913","6,760","9,398","5,118","5,396","5,174","5,723","4,789","4,394","4,462","4,836","6,224","6,714","5,948","3,073","1,903"
2019년 07월 17일,국내,도착,0,0,0,0,0,0,0,155,312,0,0,187,0,0,66,0,59,179,0,0,0,0,0,0
2019년 07월 17일,국내,출발,0,0,0,0,0,0,11,0,112,0,0,0,0,0,0,0,0,148,0,100,297,0,0,0
2019년 07월 17일,국제,도착,585,0,79,"1,695","2,231","3,936","6,662","4,630","3,094","3,226","1,949","4,915","3,955","5,650","4,786","6,554","6,774","7,831","3,649","4,786","3,722","3,133","3,191",914
2019년 07월 17일,국제,출발,"1,676","2,180",162,0,0,114,"1,219","3,593","6,652","7,454","9,608","5,328","4,909","5,659","5,170","4,929","4,262","4,662","5,239","7,539","7,663","5,386","2,894","2,838"
2019년 07월 18일,국내,도착,0,0,0,0,0,0,0,505,0,0,0,186,0,0,0,0,0,212,0,0,0,0,0,184
2019년 07월 18일,국내,출발,0,0,0,0,0,0,32,0,104,0,0,0,0,0,0,0,0,182,98,88,204,0,0,0
2019년 07월 18일,국제,도착,522,155,0,"2,357","3,699","4,027","5,084","3,974","3,315","3,656","2,273","4,637","3,866","5,290","4,935","7,157","6,854","7,173","3,998","4,726","4,808","3,081","2,729","1,271"
2019년 07월 18일,국제,출발,"2,680","2,136",356,0,0,272,"2,023","3,350","5,129","7,610","9,970","5,623","4,653","4,553","6,830","4,700","4,934","3,866","5,169","7,251","7,233","5,694","4,230","3,019"
2019년 07월 19일,국내,도착,0,0,0,0,0,0,0,507,0,0,0,189,0,0,132,0,0,217,0,0,0,0,0,0
2019년 07월 19일,국내,출발,0,0,0,0,0,0,36,0,151,0,0,0,0,0,0,0,0,182,151,165,89,0,0,0
2019년 07월 19일,국제,도착,390,0,104,"1,741","3,519","5,851","5,716","5,171","3,200","4,647","2,541","4,977","3,818","4,936","4,794","6,803","8,332","8,025","4,514","4,564","4,755","4,739","3,450","1,672"
2019년 07월 19일,국제,출발,"2,299","1,582",426,187,0,707,"1,180","3,781","6,525","7,909","8,485","5,727","6,535","5,062","7,029","5,417","4,148","4,937","5,421","8,478","6,999","5,776","3,630","2,807"
2019년 07월 20일,국내,도착,0,0,0,0,0,0,0,0,145,104,0,0,0,0,0,0,0,0,0,0,0,0,0,706
2019년 07월 20일,국내,출발,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0
2019년 07월 20일,국제,도착,813,0,472,"1,199","5,492","4,005","6,659","4,814","3,710","3,290","3,754","5,915","5,273","6,042","5,377","6,036","8,512","6,597","5,811","4,651","5,755","4,575","4,116","1,324"
2019년 07월 20일,국제,출발,"3,073","2,800",334,0,0,301,"1,876","3,605","6,339","8,157","9,781","6,309","5,790","6,204","6,963","5,854","3,943","4,218","4,861","6,718","6,073","6,308","4,935","3,930"
2019년 07월 21일,국내,도착,0,0,0,0,0,0,0,125,0,127,0,0,180,0,0,0,0,164,0,79,0,0,0,129
2019년 07월 21일,국내,출발,0,0,0,0,0,0,0,46,177,0,0,0,0,0,0,0,0,186,135,262,102,0,0,0
2019년 07월 21일,국제,도착,499,150,78,"3,462","3,397","5,404","6,403","4,352","4,986","3,417","2,993","5,530","5,081","5,907","4,768","7,811","8,065","7,797","5,937","3,967","5,621","4,674","3,538","1,609"
2019년 07월 21일,국제,출발,"3,681","1,913",366,0,151,102,"1,759","4,434","6,611","8,703","7,989","7,342","6,344","4,867","7,318","6,411","4,533","4,729","4,891","8,250","7,775","5,873","4,888","3,940"
2019년 07월 22일,국내,도착,0,0,0,0,0,0,0,542,0,0,0,189,0,0,82,0,0,290,0,0,0,0,0,0
2019년 07월 22일,국내,출발,0,0,0,0,0,0,43,0,141,0,0,0,0,0,0,0,0,168,123,190,63,0,0,0
2019년 07월 22일,국제,도착,478,0,0,"1,921","3,355","5,889","4,738","4,911","4,718","4,185","3,140","5,634","4,188","4,256","4,520","8,108","7,652","6,780","4,271","4,679","3,875","3,259","2,801","1,110"
2019년 07월 22일,국제,출발,"2,433","2,401",327,0,0,0,"2,037","3,311","6,922","7,992","10,132","6,690","6,256","5,215","7,354","5,474","5,373","4,230","4,364","8,100","7,314","5,302","3,909","3,309"
2019년 07월 23일,국내,도착,0,0,0,0,0,0,0,96,253,170,0,187,0,0,0,0,0,156,0,0,0,9,0,0
2019년 07월 23일,국내,출발,0,0,0,0,0,0,15,0,92,0,0,0,0,0,0,0,0,181,122,276,0,0,0,0
2019년 07월 23일,국제,도착,643,117,83,"2,432","3,214","5,193","4,969","4,358","3,346","3,420","2,676","6,015","3,885","3,273","5,673","5,986","6,305","8,409","4,533","4,802","3,970","4,083","2,177","1,034"
2019년 07월 23일,국제,출발,"1,379","2,400",356,0,0,187,"1,568","3,017","6,733","7,021","8,695","6,613","5,820","6,629","5,313","5,738","4,368","4,080","4,296","8,362","7,029","5,351","3,595","2,772"
2019년 07월 24일,국내,도착,0,0,0,0,0,0,0,158,324,0,0,190,0,0,84,0,0,204,0,0,0,0,0,0
2019년 07월 24일,국내,출발,0,0,0,0,0,0,20,0,159,0,0,0,0,0,0,0,0,169,0,315,0,0,0,0
2019년 07월 24일,국제,도착,816,0,89,"1,492","3,257","4,952","5,297","5,145","3,590","4,090","2,319","4,189","4,818","4,587","4,307","6,263","5,854","7,916","5,616","4,617","4,478","3,501","4,368",66
2019년 07월 24일,국제,출발,"1,627","2,994",135,0,0,101,"1,875","3,619","6,767","7,184","9,996","6,240","5,205","4,960","7,578","5,560","4,447","5,120","4,276","9,049","6,235","6,875","4,510","3,373"
2019년 07월 25일,국내,도착,0,0,0,0,0,0,0,261,256,0,0,187,0,0,0,0,0,216,0,0,0,0,0,0
2019년 07월 25일,국내,출발,0,0,0,0,0,0,36,0,145,0,0,0,0,0,0,0,0,141,133,88,199,0,0,0
2019년 07월 25일,국제,도착,"1,262",0,0,"1,636","3,881","4,421","5,190","4,778","3,857","3,909","2,738","5,161","4,372","4,543","4,642","5,598","6,037","7,998","5,872","3,952","5,303","3,673","4,069","1,144"
2019년 07월 25일,국제,출발,"3,025","2,875",303,0,130,0,"2,478","3,176","5,881","7,179","9,535","5,511","6,571","6,041","5,231","6,293","4,418","3,726","3,802","8,438","6,028","6,706","3,682","4,323"
2019년 07월 26일,국내,도착,0,0,0,0,0,0,0,444,0,0,0,184,0,0,151,0,0,306,0,0,0,0,0,0
2019년 07월 26일,국내,출발,0,0,0,0,0,0,44,0,183,0,0,0,0,0,0,0,0,160,152,141,336,0,0,0
2019년 07월 26일,국제,도착,545,342,0,"2,273","3,038","4,690","6,374","5,600","4,135","4,092","3,118","5,955","5,091","5,332","4,927","5,684","9,114","7,593","5,735","4,879","4,935","4,654","4,297",833
2019년 07월 26일,국제,출발,"4,395","3,002",416,0,0,127,"1,966","3,088","6,497","7,080","8,935","5,702","7,234","5,416","6,528","7,133","4,887","4,352","5,086","8,940","6,766","6,471","4,799","3,493"
2019년 07월 27일,국내,도착,0,0,0,0,0,0,0,0,470,0,0,189,0,0,0,134,0,154,0,53,0,0,0,0
2019년 07월 27일,국내,출발,0,0,0,0,0,0,56,0,150,0,0,0,0,0,0,0,0,0,295,99,243,0,0,0
2019년 07월 27일,국제,도착,362,233,266,"2,172","4,064","5,770","5,246","6,259","3,480","3,558","3,468","5,330","5,980","4,865","4,674","7,748","8,441","6,616","6,029","4,019","4,731","3,380","4,218","1,353"
2019년 07월 27일,국제,출발,"2,358","2,525",492,0,134,533,"1,837","4,043","6,665","7,434","10,466","7,634","6,066","6,074","7,439","5,970","4,776","4,563","5,175","8,218","7,581","4,678","4,070","4,841"
2019년 07월 28일,국내,도착,0,0,0,0,0,0,0,298,130,148,0,189,0,0,0,0,0,308,0,0,0,0,0,619
2019년 07월 28일,국내,출발,0,0,0,0,0,0,91,0,150,0,0,0,0,0,0,0,0,180,120,130,237,0,0,0
2019년 07월 28일,국제,도착,689,178,151,"2,519","3,806","4,372","7,528","5,017","3,528","4,561","3,887","6,142","4,422","4,992","5,397","7,122","7,696","8,826","4,581","6,239","5,295","3,902","4,006","1,488"
2019년 07월 28일,국제,출발,"4,013","1,225","1,715",174,333,0,"2,023","2,906","8,043","6,894","11,026","6,515","7,021","6,437","5,105","5,716","5,533","5,570","5,136","8,342","7,570","6,825","4,874","4,556"
2019년 07월 29일,국내,도착,44,0,0,0,0,0,0,447,0,0,0,180,0,0,120,0,0,219,0,0,0,0,0,0
2019년 07월 29일,국내,출발,0,0,0,0,0,0,93,0,138,0,0,0,0,0,0,0,0,182,93,85,181,0,0,0
2019년 07월 29일,국제,도착,844,0,0,"2,149","3,617","4,760","6,563","5,978","3,195","4,239","2,644","5,916","4,145","5,087","4,170","8,348","6,718","7,467","4,019","5,451","4,362","3,453","3,963","1,149"
2019년 07월 29일,국제,출발,"2,696","2,246",765,0,325,0,"2,412","3,432","7,422","7,896","9,900","6,098","6,653","5,208","5,861","4,867","5,731","4,844","4,735","7,205","8,298","6,455","4,068","3,591"
2019년 07월 30일,국내,도착,0,0,0,0,0,0,0,335,97,0,0,185,0,0,0,0,0,141,0,0,27,0,0,0
2019년 07월 30일,국내,출발,0,0,0,0,0,0,35,0,99,0,0,0,0,0,0,0,0,171,0,303,91,0,0,0
2019년 07월 30일,국제,도착,682,0,102,"2,119","3,267","5,203","5,436","5,057","2,534","4,078","3,451","5,221","4,505","4,390","4,375","7,556","8,209","7,882","4,274","3,662","5,468","3,411","3,906","1,413"
2019년 07월 30일,국제,출발,"2,602","2,236",783,0,0,0,"2,118","3,407","5,292","6,779","10,281","5,122","4,743","6,210","5,828","5,358","4,942","4,072","4,791","8,615","6,438","4,976","4,178","3,128"
2019년 07월 31일,국내,도착,0,0,0,0,0,0,0,0,395,0,0,0,186,0,130,0,92,182,0,0,0,0,0,0
2019년 07월 31일,국내,출발,0,0,0,0,0,0,0,25,0,143,0,0,0,0,0,0,0,173,0,0,436,0,0,0
2019년 07월 31일,국제,도착,601,0,261,"2,262","3,234","5,867","4,411","4,911","3,470","5,100","3,623","5,223","4,824","3,650","5,559","5,287","8,791","7,726","4,618","5,685","5,626","3,502","5,481","2,638"
2019년 07월 31일,국제,출발,"2,778","1,760","1,015",333,0,532,909,"3,073","3,637","4,588","9,764","8,293","8,394","7,645","6,044","6,181","4,806","4,437","6,982","7,225","6,458","8,141","4,112","3,012"
2019년 08월 01일,국내,도착,0,0,0,0,0,0,0,148,364,0,0,137,0,0,0,0,0,188,0,0,0,0,0,0
2019년 08월 01일,국내,출발,0,0,0,0,0,0,35,0,108,0,0,0,0,0,0,0,0,175,133,155,250,0,0,0
2019년 08월 01일,국제,도착,651,609,0,"2,127","3,153","5,655","4,314","4,741","5,284","5,087","4,000","5,929","4,983","4,690","5,656","6,172","6,561","9,641","5,563","5,407","5,550","4,242","3,237","1,671"
2019년 08월 01일,국제,출발,"4,094","2,991",841,513,0,180,"1,799","3,090","6,302","7,917","9,485","7,161","6,756","5,664","6,709","5,758","4,587","3,838","4,924","6,914","7,036","7,537","5,310","2,982"
2019년 08월 02일,국내,도착,0,0,0,0,0,0,0,443,0,0,0,132,0,0,175,0,0,185,0,0,0,0,0,0
2019년 08월 02일,국내,출발,0,0,0,0,0,0,46,0,133,0,0,0,0,0,0,0,0,185,178,105,297,0,0,0
2019년 08월 02일,국제,도착,856,0,313,"2,079","3,452","5,650","6,728","6,989","4,555","3,952","3,467","5,355","4,891","6,286","4,474","7,175","8,938","9,307","5,136","5,625","5,109","4,910","3,183","1,660"
2019년 08월 02일,국제,출발,"3,440","1,683",708,407,333,303,"1,769","3,147","6,413","6,642","9,665","5,926","6,171","4,904","6,766","5,679","4,816","4,740","5,164","8,089","6,951","7,373","4,841","3,222"
2019년 08월 03일,국내,도착,0,0,0,0,0,0,0,480,0,0,0,138,0,0,179,0,0,159,0,21,0,0,0,0
2019년 08월 03일,국내,출발,0,0,0,0,0,0,47,0,136,0,0,0,0,0,0,0,0,186,130,78,275,0,0,0
2019년 08월 03일,국제,도착,"1,778",203,158,"1,739","4,686","6,246","7,510","5,522","4,325","3,801","4,738","5,823","5,635","5,410","5,501","7,407","6,419","9,132","6,163","5,508","4,966","5,096","4,688","2,478"
2019년 08월 03일,국제,출발,"2,387","2,902",542,468,0,242,"2,019","4,085","6,195","7,260","9,279","6,612","6,560","5,412","6,852","5,713","3,802","5,167","5,211","8,741","7,546","5,218","4,463","2,483"
2019년 08월 04일,국내,도착,0,0,0,0,0,0,0,353,146,0,0,137,0,0,0,0,0,126,62,0,0,0,0,0
2019년 08월 04일,국내,출발,0,0,0,0,0,0,39,0,134,0,0,0,0,0,0,0,0,177,170,0,500,0,0,0
2019년 08월 04일,국제,도착,807,172,0,"2,455","5,172","5,696","9,020","4,461","3,765","4,957","3,969","5,722","5,942","6,505","6,027","7,297","8,808","9,516","5,378","7,061","5,791","5,820","3,483","1,598"
2019년 08월 04일,국제,출발,"4,295","1,819","1,014",168,0,67,"2,071","3,658","6,187","8,813","9,085","6,752","4,930","5,727","6,146","5,535","5,183","4,095","5,735","7,682","7,686","6,571","5,472","4,214"
2019년 08월 05일,국내,도착,0,0,0,0,0,0,0,284,236,0,0,126,0,0,108,0,75,165,0,0,0,0,0,186
2019년 08월 05일,국내,출발,0,0,0,0,0,0,27,0,119,0,0,0,0,0,0,0,0,0,258,237,128,0,0,0
2019년 08월 05일,국제,도착,459,0,280,"2,188","4,982","6,464","7,130","5,740","4,770","3,760","3,263","6,268","4,785","6,215","5,349","8,333","7,494","8,263","6,458","4,452","4,138","4,363","3,264",789
2019년 08월 05일,국제,출발,"2,022","2,297",327,0,0,0,"2,303","3,459","5,994","7,693","9,853","6,077","5,219","6,022","5,249","5,172","4,422","5,029","4,414","8,876","7,591","4,956","4,284","2,611"
2019년 08월 06일,국내,도착,0,0,0,0,0,0,0,292,0,178,0,137,0,0,0,0,0,0,0,0,0,0,0,131
2019년 08월 06일,국내,출발,0,0,0,0,0,0,44,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019년 08월 06일,국제,도착,809,228,96,"2,374","5,168","6,627","6,506","4,470","3,471","3,984","2,196","6,033","4,650","5,008","5,334","7,267","6,610","8,043","5,242","5,822","4,795","3,792","3,311","1,688"
2019년 08월 06일,국제,출발,"2,166","2,301",119,0,316,234,"2,120","2,467","4,569","6,845","7,733","5,011","4,499","5,588","5,285","4,817","4,465","3,660","4,668","6,851","6,570","4,740","3,795","2,793"
2019년 08월 07일,국내,도착,0,0,0,0,0,0,0,0,0,0,0,114,0,0,71,0,39,164,0,0,0,0,0,0
2019년 08월 07일,국내,출발,0,0,0,0,0,0,10,0,129,0,0,0,0,0,0,0,0,178,0,361,0,0,0,0
2019년 08월 07일,국제,도착,"1,318",0,0,"2,534","3,595","6,184","6,562","5,063","4,432","3,186","2,293","5,924","4,516","6,523","5,392","7,358","7,089","8,789","6,120","4,016","4,997","5,280","4,055","1,119"
2019년 08월 07일,국제,출발,"1,982","2,253",285,0,113,405,"1,719","2,915","5,631","7,043","8,174","4,772","4,769","4,699","4,956","4,732","4,481","4,470","4,247","7,952","5,652","5,345","4,042","3,821"
2019년 08월 08일,국내,도착,0,0,0,0,0,0,0,305,98,0,0,135,0,0,0,0,0,218,0,0,0,0,0,0
2019년 08월 08일,국내,출발,0,0,0,0,0,0,15,0,137,0,0,0,0,0,0,0,0,185,111,345,0,0,0,0
2019년 08월 08일,국제,도착,760,0,0,"2,362","3,272","5,979","7,211","4,738","4,105","4,459","3,332","5,907","4,613","5,368","5,206","7,800","7,228","8,492","5,565","4,971","4,787","4,652","3,775","1,191"
2019년 08월 08일,국제,출발,"2,874","2,339",431,0,0,48,"2,175","2,157","4,551","5,805","7,830","5,249","4,801","4,706","4,618","5,618","4,400","4,056","4,288","7,137","6,758","5,349","4,238","2,840"
2019년 08월 09일,국내,도착,0,0,0,0,0,0,0,367,0,0,0,126,0,0,82,0,0,173,0,0,0,0,0,0
2019년 08월 09일,국내,출발,0,0,0,0,0,0,46,0,0,126,0,0,0,0,0,0,0,180,169,211,141,0,0,0
2019년 08월 09일,국제,도착,"1,464",192,0,"2,270","3,747","4,858","6,427","6,302","4,236","4,636","4,343","6,170","5,433","5,602","4,880","8,061","5,567","8,998","4,991","5,634","6,463","5,289","4,766","1,617"
2019년 08월 09일,국제,출발,"2,586","1,153",849,188,0,227,"1,665","2,596","4,370","5,442","7,882","5,026","4,459","5,763","6,358","4,747","4,504","4,087","4,120","7,099","7,154","5,513","5,421","2,902"
2019년 08월 10일,국내,도착,0,0,0,0,0,0,0,450,0,0,0,126,0,0,119,0,0,160,0,0,0,13,0,0
2019년 08월 10일,국내,출발,0,0,0,0,0,0,45,0,137,0,0,0,0,0,0,0,0,187,151,389,0,0,0,0
2019년 08월 10일,국제,도착,510,172,239,"2,769","4,172","6,603","5,790","6,537","4,218","3,401","3,615","5,995","6,586","4,768","4,734","6,808","8,194","8,048","5,421","3,302","6,930","4,624","5,033","1,122"
2019년 08월 10일,국제,출발,"3,161","1,709",698,211,0,323,"2,126","2,446","5,615","5,456","9,883","5,412","4,409","5,926","4,710","6,609","4,643","3,637","4,775","8,034","6,595","4,999","4,740","3,130"
2019년 08월 11일,국내,도착,0,0,0,0,0,0,0,206,58,109,0,135,0,0,0,0,0,184,0,0,0,0,0,"1,886"
2019년 08월 11일,국내,출발,0,0,0,0,0,0,17,0,0,135,0,0,0,0,0,0,0,189,143,270,180,0,0,0
